
2055,2022,2019,2012
2061,2021,2018,2023
2061,2021,2019,2016
2058,2022,2024,2017
2059,2019,2022,2018
2062,2021,2015,2030
2059,2030,2022,2016
2061,2021,2023,2021
2057,2017,2022,2022
2063,2020,2050,2001
2063,2021,2030,2006
2061,2020,2024,2018
2060,2024,2016,2032
2061,2019,2023,2011
2067,2020,2032,2011
2060,2020,2025,2019
2059,2018,2019,2023
2061,2027,2027,2017
2062,2021,2025,2020
2066,2020,2024,2023
2060,2025,2025,2013
2055,2022,2030,2006
2060,2018,2027,2015
2058,2022,2021,2019
2059,2019,2032,2011
2062,2017,2037,2010
2061,2019,2031,2019
2053,2020,2029,2018
2057,2020,2057,1998
2056,2020,2040,2002
2061,2019,2020,2014
2058,2018,2033,2026
2059,2016,2039,2006
2062,2019,2052,1987
2060,2018,2040,2012
2058,2018,2035,2017
2064,2021,2043,2009
2066,2019,2051,1990
2063,2018,2038,2012
2066,2020,2045,2013
2060,2016,2057,1997
2061,2021,2052,1985
2059,2021,2056,1992
2060,2014,2055,1995
2064,2019,2055,1992
2063,2019,2059,1986
2064,2018,2065,1987
2063,2019,2064,1995
2058,2019,2057,1995
2062,2024,2069,1986
2058,2021,2071,1984
2062,2018,2044,2005
2064,2024,2074,2001
2061,2022,2100,1990
2058,2022,2085,1983
2060,2021,2083,1987
2057,2023,2082,1992
2063,2020,2092,1986
2062,2026,2101,1974
2064,2019,2098,1987
2059,2025,2100,1991
2058,2034,2109,1983
2061,2026,2111,1984
2063,2028,2117,1991
2062,2032,2129,1979
2061,2029,2137,1969
2061,2021,2138,1987
2061,2029,2171,1979
2065,2030,2165,1973
2063,2031,2165,1985
2063,2032,2173,1982
2064,2035,2189,1972
2062,2036,2175,1981
2057,2033,2210,1981
2067,2035,2227,1973
2064,2037,2247,1969
2062,2034,2265,1977
2064,2036,2285,1970
2061,2039,2304,1958
2064,2038,2319,1975
2063,2039,2347,1981
2061,2046,2381,1962
2064,2046,2441,1950
2064,2052,2492,1960
2062,2050,2508,1977
2066,2050,2083,1952
2060,2059,1871,1969
2060,2061,2095,1959
2063,2064,2306,1947
2066,2066,2021,1963
2062,2070,1656,1956
2058,2077,1698,1798
2062,2081,1711,1673
2065,2088,1887,1670
2065,2091,1655,1535
2060,2099,1677,1849
2061,2103,2032,1804
2062,2117,2300,2016
2065,2112,2419,2486
2064,2123,2652,1857
2062,2136,2520,2223
2059,2157,1917,1899
2063,2182,2270,2156
2062,2177,2577,2268
2063,2000,2398,1939
2068,1964,2437,2364
2062,1898,1711,1960
2061,1909,2119,2224
2057,1821,2165,2221
2059,1693,2162,2108
2060,1697,1798,2533
2060,1841,1088,2163
2063,1933,1167,2406
2057,1996,1540,2239
2062,2406,1473,2184
2061,2160,1278,2289
2057,2216,1014,2015
2064,1903,1095,1940
2067,2301,1496,1663
2066,2348,1265,1442
2064,2101,1061,2568
2060,2179,2242,1448
2064,1944,2089,2700
2063,2077,2305,1749
2062,1824,2181,1369
2067,1771,2427,1790
2062,2028,1839,1323
2060,1853,879,2030
2064,1785,1461,1565
2062,1762,2897,1579
2067,1447,2641,1893
2063,1645,1693,1764
2063,1405,1698,1891
2061,1835,2240,1679
2062,1407,1779,1790
2063,1708,1602,1989
2064,2205,1468,1841
2065,1959,1368,1858
2065,2278,1691,1665
2064,2137,1659,1874
2064,2272,1117,2038
2063,1305,1335,1924
2068,2019,1949,2116
2061,1880,1732,1948
2064,1943,1220,2062
2066,1733,1521,1271
2063,2090,2053,2478
2061,1886,1929,1483
2064,2046,1492,1599
2061,1542,1218,1692
2061,1786,1737,1381
2064,1919,2110,1518
2065,1592,2197,1531
2064,1989,1413,1198
2057,1221,1546,1379
2062,2147,1655,1414
2056,1868,1857,1088
2062,2000,1463,1518
2063,1466,1158,1324
2064,1803,1366,1160
2066,1972,1459,1427
2065,1735,1325,1278
2062,1586,1457,1302
2057,1634,1381,1585
2062,1793,1096,1696
2066,1645,1568,1867
2061,1789,1945,2034
2065,1943,2204,1875
2063,1721,1930,1828
2062,1914,1428,1951
2064,1573,1518,1873
2060,1829,1731,1957
2061,1572,1843,2136
2063,1707,2221,1896
2062,1561,839,1854
2065,1743,5,1947
2062,1336,756,1502
2065,1830,1342,1579
2062,1526,729,1372
2064,1447,314,1693
2066,1710,937,1649
2063,1739,2323,2375
2058,2017,3450,4008
2059,1961,4095,2940
2065,1699,1510,4095
2058,1860,2474,2876
2055,1691,3291,672
2061,1733,2310,4095
2061,1934,1731,0
2065,1726,1424,3559
2060,1732,1141,1660
2062,1780,136,2747
2061,1645,1540,2619
2058,930,4095,6
2064,816,2556,2734
2063,999,5,480
2064,1460,318,2217
2061,1956,2968,2877
2062,3931,3635,2217
2060,2872,2682,4095
2059,3707,2515,2503
2056,3715,3017,3070
2057,955,4094,2748
2056,3022,4095,1925
2063,1453,4091,3487
2064,2381,3801,3156
2061,1564,3915,1772
2062,1957,4095,3120
2065,2851,2566,2
2067,80,574,859
2063,1614,652,567
2068,586,2513,290
2062,2313,2179,1479
2062,1763,1660,1
2064,3569,1454,1764
2059,3252,3527,1070
2064,3126,4095,1711
2065,3994,2263,3062
2057,3295,1201,2185
2059,3731,2049,3384
2062,3798,2916,2537
2062,4095,2751,2745
2066,1985,1304,2968
2062,3145,994,1967
2062,1331,1450,453
2060,1618,467,4
2068,833,28,2030
2070,1616,3934,2508
2063,2588,4095,3925
2058,893,2757,4095
2061,1993,1835,910
2064,2220,2928,3920
2067,3633,3091,0
2067,2658,5,1
2063,3505,0,1266
2061,3210,1810,5
2067,3496,4095,4095
2065,3004,4095,2594
2060,1571,1115,3300
2061,1474,10,3911
2061,5,4,0
2064,6,4095,4095
2061,2044,3179,1071
2061,2504,0,2172
2058,3080,2,4095
2056,4095,4093,5
2057,1560,4095,4095
2061,4095,4095,2372
2060,7,4095,4095
2061,3,0,4095
2061,400,0,1
2062,1612,4095,4095
2060,4095,4092,9
2065,3540,1410,2177
2062,3147,4,1525
2063,1273,8,2074
2062,2,1020,4095
2056,4095,1329,5
2062,1,546,1460
2063,3986,3770,1736
2064,222,407,304
2060,4032,3941,3064
2058,3790,2354,988
2060,3045,0,2554
2062,4095,8,10
2062,3268,7,2933
2059,2672,4095,14
2057,2628,16,13
2059,13,1,0
2059,550,386,1009
2054,1,259,4
2055,3405,1528,2
2060,1354,0,3
2058,2,2,6
2057,8,864,4095
2055,4095,3899,4
2059,3151,730,6
2057,2147,9,812
2054,1,0,691
2058,552,1180,2443
2057,1719,623,0
2056,4095,9,877
2061,533,0,0
2052,0,8,4
2054,64,7,3613
2055,4,2,2037
2055,889,3,1801
2055,2,1375,2130
2056,11,3,1855
2053,6,18,785
2062,423,5,2523
2051,0,12,3100
2052,2,2432,2540
2046,1409,4095,1916
2049,0,3660,1221
2048,1,2993,2254
2058,0,1569,2945
2051,1228,2869,264
2055,3,3667,4095
2058,1,3202,1809
2054,0,2970,2760
2053,591,3193,1850
2049,1,3316,2673
2056,246,4095,4001
2050,1033,4095,1621
2057,1900,3018,4095
2053,3930,3592,3882
2050,3034,4093,1340
2054,3283,4095,3871
2055,2709,4095,2919
2058,3642,4095,3585
2045,2161,4095,2772
2058,3460,4095,4095
2055,2842,4085,2286
2045,3207,4095,4095
2050,3035,4095,4095
2055,3066,4095,2619
2055,2619,4095,4095
2059,1742,4095,4095
2060,3455,4095,4095
2062,3561,4095,1339
2063,4095,4095,2642
2062,4095,4095,2405
2060,4095,4095,3151
2060,3196,4095,2426
2070,3012,4095,1311
2065,3062,3270,4095
2060,4095,2714,496
2065,3457,1860,3931
2063,4095,3140,3109
2058,2392,4095,1613
2066,3383,4095,4095
2060,2620,4095,3571
2052,4095,4095,3444
2058,1198,2893,3974
2061,4095,2984,4095
2058,1803,1312,3933
2060,4095,10,1277
2058,1339,2434,1668
2057,2007,3948,14
2061,0,3631,4011
2059,3664,2027,495
2060,2634,277,974
2063,4095,231,4095
2058,4095,2,2
2052,4095,10,3139
2053,1759,10,1248
2056,1807,95,1967
2059,3866,383,2708
2052,3878,167,2205
2056,3210,6,3008
2059,1233,4,2533
2052,4095,326,2333
2049,3477,2717,2772
2055,4095,789,2666
2054,1322,168,231
2056,3227,1387,663
2054,504,12,3488
2053,1705,3,686
2052,38,16,2937
2053,4095,12,2626
2050,4095,876,2479
2045,2452,1648,4095
2047,1669,2254,933
2056,673,2292,2720
2049,4095,3284,3447
2053,4095,1179,0
2051,4095,0,4095
2050,3387,423,254
2053,943,4095,3545
2058,4,4095,4095
2051,0,3,4
2053,5,3,3446
2052,3,1028,2124
2055,4095,3746,4
2054,855,2868,4095
2050,1151,683,2795
2050,0,4,3897
2056,1673,2322,3766
2049,0,3156,2935
2050,1061,1431,138
2054,1,153,1753
2051,0,1674,1858
2051,3302,4095,18
2051,6,4095,3594
2053,2194,3812,0
2054,4,2953,0
2057,2,2575,354
2053,711,3063,0
2050,368,4093,1189
2039,2,1227,1812
2048,0,7,330
2051,1665,1239,379
2047,1145,627,8
2054,9,1874,119
2048,2,1015,169
2052,589,8,477
2049,1564,0,0
2054,2,2205,0
2051,372,1299,0
2055,605,5,1089
2053,822,5,0
2050,1,142,321
2050,1447,854,1538
2048,1968,8,1115
2049,3646,0,3794
2041,2275,12,392
2048,4095,14,1657
2049,4095,5,2748
2054,4095,51,482
2048,4095,1613,2992
2048,4095,2346,3503
2049,4095,525,4095
2047,3755,12,4085
2041,4095,1200,674
2049,4095,2591,4095
2044,3014,3368,3107
2045,3097,3228,3772
2043,4095,2658,2594
2039,2338,2213,1527
2046,4095,1266,3863
2040,1957,3086,3559
2043,4095,4095,4095
2043,2081,4021,4095
2046,4095,4095,4087
2049,2791,4095,3884
2053,4095,4095,1013
2051,4095,4095,4095
2057,4095,4095,825
2050,4095,4095,4095
2046,4095,4095,1326
2054,2430,4083,4088
2047,4095,4095,4095
2048,2121,4095,3708
2047,2985,4095,4095
2044,2216,4095,3115
2046,4095,4087,3324
2042,3016,4095,2841
2044,2854,4085,2379
2045,674,4095,1620
2045,2555,4095,4095
2052,0,4095,2508
2050,4095,4095,4095
2046,0,4089,2304
2054,3873,4095,2304
2050,0,4095,4095
2045,2603,3982,1546
2040,476,4095,2209
2051,1548,4095,3200
2052,2367,3742,1879
2055,1633,3398,4095
2045,2867,4095,6
2057,6,4095,4095
2045,1606,4095,1133
2051,861,2719,106
2054,1282,2724,1832
2051,2317,369,982
2056,1487,614,3995
2048,3143,871,1256
2055,1722,397,720
2053,1886,1209,4095
2047,3295,1319,1
2053,2468,733,3109
2055,4095,5,2
2055,2710,6,2536
2051,1570,113,1730
2049,957,5,1540
2052,0,3,3355
2050,1553,974,1603
2049,762,1362,3054
2052,789,19,2487
2051,2895,3,2464
2045,2961,11,2952
2045,1771,276,237
2045,939,2,3081
2047,2467,9,5
2048,2612,28,3684
2046,3819,754,1089
2050,1312,4,2655
2044,1994,12,900
2051,2624,1,0
2052,4094,11,1288
2050,1547,792,285
2053,3046,1510,1746
2050,215,69,1040
2048,2514,23,722
2051,1642,1530,1145
2051,0,1280,1317
2050,1976,38,0
2050,457,86,0
2048,2771,1120,1516
2050,528,2388,3
2046,1739,3182,981
2049,3,2074,0
2047,664,1111,1536
2047,2,290,545
2053,2010,1018,863
2053,717,1474,514
2054,731,3547,2
2048,2,4095,2722
2051,1016,3963,34
2056,2511,4095,10
2051,1835,4079,2653
2056,1353,4095,340
2052,4,4024,1802
2049,2612,3762,1461
2055,771,4095,3938
2043,1398,4095,3529
2052,245,2833,2292
2050,447,4095,3393
2053,150,4095,686
2056,2,3033,4092
2055,1,1136,2610
2053,2,1635,2141
2056,10,3364,4095
2053,2699,3901,2021
2052,2219,3089,3804
2053,3330,2421,1173
2053,3040,2305,2617
2053,3677,2978,1770
2056,3538,4095,6
2050,3595,4023,4095
2053,3356,2669,1387
2057,4095,2482,4095
2052,3848,2124,3810
2054,3739,2697,1361
2053,2191,2095,3608
2051,1980,1863,1750
2053,2170,2212,3578
2050,2650,2302,4095
2056,3650,1561,3406
2051,2491,696,4095
2050,3255,228,1633
2053,2370,567,1741
2051,3177,810,956
2052,4095,18,593
2059,4019,10,2397
2053,4095,611,870
2054,4027,977,3592
2050,3991,1084,1866
2052,2619,417,2028
2051,3929,651,3500
2039,2218,2243,1874
2054,2659,3497,2091
2047,4095,3376,2290
2050,3604,2098,3091
2050,3306,2904,2264
2052,2873,4095,1992
2053,2809,4095,2078
2052,2289,2078,3768
2051,2671,761,1282
2054,2304,2021,3638
2050,4095,2643,2406
2049,4095,1674,4095
2052,4095,266,2919
2049,2665,1845,3168
2047,1561,2487,3758
2049,438,2460,4053
2050,2125,3300,3151
2051,1473,4094,3687
2050,3238,3402,3360
2046,2039,2666,2129
2049,2419,3220,2795
2051,1212,4095,2013
2052,859,4095,863
2053,2260,3987,1998
2047,1863,4095,1589
2054,3398,4095,938
2054,2070,4095,3228
2047,2407,3174,1467
2056,1576,2654,2951
2051,2051,4095,2268
2052,2487,4095,1981
2052,501,3093,2671
2054,2,2508,2071
2052,755,2485,2594
2051,3535,2029,2880
2055,2186,1000,2730
2052,272,1173,2719
2052,0,1881,1214
2044,918,2042,1959
2059,1,3111,353
2060,879,3476,294
2054,1551,1366,1458
2056,3380,402,1
2056,3185,1827,2130
2056,1111,2316,249
2055,905,1093,1851
2058,11,1101,1645
2058,1736,2267,805
2054,1811,2533,2945
2053,3251,761,464
2054,2103,0,2530
2050,3444,21,2846
2054,908,1693,1887
2058,1505,2064,2984
2052,1621,982,1020
2051,1700,9,1980
2053,1458,3,893
2053,1810,255,2128
2050,2417,12,3654
2055,943,0,1903
2057,679,3,3948
2054,1327,667,2248
2052,2031,2356,2924
2050,2213,1776,2861
2053,1479,573,1791
2056,2042,386,3385
2051,2645,1054,2029
2053,2546,1129,1746
2051,3309,616,2172
2053,3385,783,1278
2056,3635,1658,1438
2052,3311,2049,1092
2054,3614,1579,872
2055,3475,1737,1953
2058,3549,1736,778
2058,3973,1938,2889
2053,3702,2826,2869
2051,4095,4095,2642
2052,3598,4095,2366
2053,3819,3477,2288
2056,2178,2902,4026
2056,3428,3535,2879
2052,1938,3607,3426
2060,2141,2935,4002
2054,1571,3369,2128
2054,2628,4095,3672
2055,3038,4095,3053
2053,2974,3999,2913
2056,2307,3607,2043
2056,2542,3193,3067
2057,4034,3175,1089
2058,2793,4095,2448
2059,4095,4095,2491
2058,3157,3792,1123
2058,3835,3236,4095
2056,2792,3668,874
2059,3204,4073,3517
2055,2387,4095,2448
2058,1451,4095,2047
2059,1730,3903,2426
2061,130,4095,875
2062,794,4095,1381
2060,1427,4095,1215
2060,1096,3627,2034
2061,1162,3304,2274
2058,856,2413,1753
2060,1930,2897,1164
2061,991,2680,552
2058,1158,1975,1307
2059,1577,1518,235
2062,912,3,1779
2058,1290,8,1771
2056,1087,5,1401
2057,1577,9,2646
2055,1280,17,1124
2056,341,35,1541
2056,2,175,2719
2054,749,14,222
2057,62,8,1465
2060,1550,11,790
2057,1104,439,92
2055,1248,480,1412
2055,1608,417,4
2057,465,10,2356
2053,1623,11,1738
2054,456,0,1707
2059,1778,6,1321
2059,687,80,1584
2057,1989,2,1307
2056,1452,0,342
2050,2019,11,2545
2051,1405,12,2169
2058,1875,232,1669
2053,1813,61,3672
2054,3068,1415,1771
2052,1571,2662,3068
2050,2402,2284,3076
2052,1793,1566,3342
2050,3072,1407,3817
2053,1843,1933,2594
2050,2437,2681,4095
2051,1283,3623,3844
2054,2095,4095,3085
2051,1736,4095,2858
2052,2220,3328,2719
2057,2213,2406,2482
2054,2382,3143,2444
2058,1625,2918,2457
2055,1990,2066,1962
2054,3625,2905,2243
2056,3408,4085,1739
2064,4095,4095,1826
2056,4005,3970,2175
2055,4095,3140,2299
2055,3520,3081,2503
2061,3113,3535,1938
2057,2726,3136,2286
2058,3309,3893,1582
2058,3242,4095,1762
2059,1970,4095,1742
2062,2143,4086,1577
2061,1174,3907,2117
2057,1422,3407,2717
2061,1415,2312,1438
2063,1241,1277,2713
2058,1483,1731,1777
2060,2341,2341,1112
2061,1834,2965,2018
2058,2438,2996,2464
2061,2717,2461,2516
2065,2804,1593,2526
2059,2030,906,2653
2059,2543,1657,2967
2060,2095,1547,2479
2064,3193,1985,2427
2059,2828,2155,4095
2060,2493,2536,2773
2060,3551,2930,3457
2059,2465,2066,3455
2060,2334,1981,4095
2058,1285,1836,2726
2059,1854,1591,4095
2057,2074,1743,4095
2056,2643,2375,2666
2053,2767,1766,4095
2057,2899,2208,3084
2060,2768,2505,3462
2056,2561,2230,2425
2059,2487,2377,2443
2060,2414,2306,1495
2058,2781,2123,2278
2056,2488,2286,3003
2052,3155,2486,2533
2054,3145,2872,2368
2057,2932,2655,1786
2061,1789,2494,1421
2059,2893,2869,783
2060,2571,3385,1794
2057,2419,3045,1082
2062,1654,2582,1319
2062,3167,2898,1621
2058,2195,2790,647
2061,2741,2974,898
2061,2486,2717,125
2061,2798,2581,723
2059,1832,2098,0
2060,1703,1944,2
2059,1846,2677,379
2060,2246,2974,547
2058,1745,2813,1762
2058,1492,3067,1463
2057,979,2614,1678
2055,859,2088,867
2059,9,2033,663
2060,1076,1666,1355
2062,798,2061,739
2058,559,1362,2297
2058,3,1184,1560
2061,1,1770,1808
2058,500,2415,1528
2058,4,2803,1089
2060,1,1970,1463
2053,201,1901,1154
2059,935,2025,1994
2058,515,1676,1868
2057,816,971,1896
2060,1714,679,3195
2060,2432,1675,2960
2057,2258,2499,2539
2060,2085,2514,2752
2056,2281,1389,3390
2057,1643,871,2248
2063,2604,571,2468
2057,1808,1086,2199
2058,2847,1407,2758
2056,1809,889,2463
2059,2525,967,2362
2056,3245,971,2267
2059,3290,957,2839
2054,3039,506,2282
2058,2783,100,3566
2052,3315,31,3318
2055,2749,1224,2608
2058,3342,1751,3253
2054,2991,1681,1847
2061,3894,1540,2078
2058,3236,1222,1615
2060,2999,1003,1906
2061,2818,736,2630
2060,3009,925,2108
2056,2413,186,2603
2060,2436,286,2037
2058,2696,469,2607
2061,2548,1305,2381
2063,2718,2124,2582
2060,1910,2012,3444
2060,2412,1573,2581
2061,2368,1964,3159
2060,1787,2426,3252
2060,2169,2234,2334
2061,2076,2247,2256
2062,2511,2656,2258
2060,1420,2879,2419
2059,2252,2891,2240
2061,1818,2883,2390
2062,2745,3456,2100
2062,1815,3832,2215
2059,2141,3333,1864
2066,1423,3323,1917
2060,1335,4034,2420
2062,1236,3874,1937
2062,1818,3286,2794
2058,1307,3006,2720
2058,1454,3407,2281
2060,2089,3297,2535
2062,2084,2250,2027
2062,1963,2488,2954
2061,1710,3161,2340
2060,3096,3284,2186
2062,3061,2803,3326
2057,3030,2539,2021
2062,2925,3062,2928
2062,3039,3528,1778
2064,2620,3053,1813
2062,2796,2173,1894
2063,2890,1873,2203
2060,2991,2892,2250
2062,2799,3281,2010
2063,2582,2626,2414
2057,2771,2359,1960
2066,2057,1820,1296
2062,2425,1587,2128
